status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;
active;CH-SG-001;CHE-00001-G-001;1;St. Galler Brot;Kantonsbrote;1;1kg Ruchmehl, 700g Wasser, 40g Hefe, 15g Salz;Mischen: Mehl und Hefe in eine grosse Schüssel geben, Wasser beigeben und mischen. Salz nach 5 Min beigeben.;Mischen;10 Min;CHE-00001-G-001-st1.jpg;Schweizer Brot;CHE-00001-G-001.jpg;Professional food photography, mixing bread dough in a bowl, flour and water texture, artisan bakery;blurry, text, cartoon;Professional food photography, St. Galler Brot, round loaf with a nose-like bulge on top, dark crispy crust, rustic wooden board, sliced, crumbs;blurry, text, cartoon
active;CH-SG-001;CHE-00001-G-001;1;St. Galler Brot;Kantonsbrote;2;Keine;Kneten: Teig ca. 10-15 Minuten geschmeidig kneten.;Kneten;15 Min;CHE-00001-G-001-st2.jpg;Schweizer Brot;CHE-00001-G-001.jpg;Professional food photography, baker's hands kneading dough on wooden surface, flour dust, motion;blurry, text, cartoon;Professional food photography, St. Galler Brot, round loaf with a nose-like bulge on top, dark crispy crust, rustic wooden board, sliced, crumbs;blurry, text, cartoon
active;CH-SG-001;CHE-00001-G-001;1;St. Galler Brot;Kantonsbrote;3;Keine;Gären: Zugedeckt ca. 60 Min ruhen lassen (doppeltes Volumen).;Gären;60 Min;CHE-00001-G-001-st3.jpg;Schweizer Brot;CHE-00001-G-001.jpg;Professional food photography, risen dough in a bowl, airy texture, linen cloth;blurry, text, cartoon;Professional food photography, St. Galler Brot, round loaf with a nose-like bulge on top, dark crispy crust, rustic wooden board, sliced, crumbs;blurry, text, cartoon
active;CH-SG-001;CHE-00001-G-001;1;St. Galler Brot;Kantonsbrote;4;Keine;Formen: Teig falten (von vier Seiten zur Mitte), 30 Min ruhen. Rund formen.;Formen;35 Min;CHE-00001-G-001-st4.jpg;Schweizer Brot;CHE-00001-G-001.jpg;Professional food photography, baker shaping a round dough loaf, folding technique, raw dough;blurry, text, cartoon;Professional food photography, St. Galler Brot, round loaf with a nose-like bulge on top, dark crispy crust, rustic wooden board, sliced, crumbs;blurry, text, cartoon
active;CH-SG-001;CHE-00001-G-001;1;St. Galler Brot;Kantonsbrote;5;Wasser;Backen: Bei 230 Grad ca. 50-60 Min backen. Sofort mit Wasser bestreichen.;Backen;60 Min;CHE-00001-G-001-st5.jpg;Schweizer Brot;CHE-00001-G-001.jpg;Professional food photography, bread baking in oven, golden crust forming, steam;blurry, text, cartoon;Professional food photography, St. Galler Brot, round loaf with a nose-like bulge on top, dark crispy crust, rustic wooden board, sliced, crumbs;blurry, text, cartoon
active;CH-OW-001;CHE-00002-G-001;1;Obwaldner Brot;Kantonsbrote;1;1kg Ruchmehl, 7dl Wasser, 20g Hefe, 22g Salz;Mischen & Kneten: Zutaten mischen (Salz später). 10-15 Min kneten.;Kneten;20 Min;CHE-00002-G-001-st1.jpg;Schweizer Brot;CHE-00002-G-001.jpg;Professional food photography, dough in mixer, gluten structure developing, raw ingredients;blurry, text, cartoon;Professional food photography, Obwaldner Brot, two long rustic bread rolls attached sideways, dark crust, wooden board, rustic style;blurry, text, cartoon
active;CH-OW-001;CHE-00002-G-001;1;Obwaldner Brot;Kantonsbrote;2;Keine;Gären: 60 Min ruhen lassen.;Gären;60 Min;CHE-00002-G-001-st2.jpg;Schweizer Brot;CHE-00002-G-001.jpg;Professional food photography, fermented dough bubbles close up, soft texture;blurry, text, cartoon;Professional food photography, Obwaldner Brot, two long rustic bread rolls attached sideways, dark crust, wooden board, rustic style;blurry, text, cartoon
active;CH-OW-001;CHE-00002-G-001;1;Obwaldner Brot;Kantonsbrote;3;Keine;Formen: In 4 Stücke teilen. Zu 25cm Strängen formen. Je zwei aneinanderlegen.;Formen;15 Min;CHE-00002-G-001-st3.jpg;Schweizer Brot;CHE-00002-G-001.jpg;Professional food photography, shaping long dough strands, placing two strands together on baking sheet;blurry, text, cartoon;Professional food photography, Obwaldner Brot, two long rustic bread rolls attached sideways, dark crust, wooden board, rustic style;blurry, text, cartoon
active;CH-OW-001;CHE-00002-G-001;1;Obwaldner Brot;Kantonsbrote;4;Wasser;Backen: Nochmals 30-40 Min ruhen. 50 Min bei 220 Grad backen. Mit Wasser bestreichen.;Backen;90 Min;CHE-00002-G-001-st4.jpg;Schweizer Brot;CHE-00002-G-001.jpg;Professional food photography, brushing hot bread with water, shiny crust, steam;blurry, text, cartoon;Professional food photography, Obwaldner Brot, two long rustic bread rolls attached sideways, dark crust, wooden board, rustic style;blurry, text, cartoon
active;CH-GL-001;CHE-00003-G-001;1;Glarner Brot;Kantonsbrote;1;1kg Mehl, 7dl Wasser, 20g Hefe, 20g Salz;Mischen & Kneten: Alles mischen (Salz später). 10-15 Min kneten.;Kneten;20 Min;CHE-00003-G-001-st1.jpg;Schweizer Brot;CHE-00003-G-001.jpg;Professional food photography, kneading dough on table, flour dusting, baker hands;blurry, text, cartoon;Professional food photography, Glarner Brot, oval loaf with deep lengthwise cut, golden crust, on cutting board, sliced;blurry, text, cartoon
active;CH-GL-001;CHE-00003-G-001;1;Glarner Brot;Kantonsbrote;2;Keine;Gären: 60 Min ruhen lassen.;Gären;60 Min;CHE-00003-G-001-st2.jpg;Schweizer Brot;CHE-00003-G-001.jpg;Professional food photography, dough ball rising in bowl, covered with cloth;blurry, text, cartoon;Professional food photography, Glarner Brot, oval loaf with deep lengthwise cut, golden crust, on cutting board, sliced;blurry, text, cartoon
active;CH-GL-001;CHE-00003-G-001;1;Glarner Brot;Kantonsbrote;3;Keine;Formen: Zwei längliche Wecken formen (leicht gebogen).;Formen;10 Min;CHE-00003-G-001-st3.jpg;Schweizer Brot;CHE-00003-G-001.jpg;Professional food photography, shaping oval dough loaves, smooth surface;blurry, text, cartoon;Professional food photography, Glarner Brot, oval loaf with deep lengthwise cut, golden crust, on cutting board, sliced;blurry, text, cartoon
active;CH-GL-001;CHE-00003-G-001;1;Glarner Brot;Kantonsbrote;4;Wasser;Backen: Längs tief einschneiden. 35-50 Min bei 250 Grad backen. Mit Wasser bestreichen.;Backen,Einschneiden;50 Min;CHE-00003-G-001-st4.jpg;Schweizer Brot;CHE-00003-G-001.jpg;Professional food photography, scoring dough with razor blade, raw texture, deep cut;blurry, text, cartoon;Professional food photography, Glarner Brot, oval loaf with deep lengthwise cut, golden crust, on cutting board, sliced;blurry, text, cartoon
active;CH-BS-001;CHE-00004-G-001;1;Basler Brot;Kantonsbrote;1;1kg Mehl, 7.5-8dl Wasser, 45g Hefe, 20g Salz;Mischen & Kneten: Zutaten mischen (Salz später). 10-15 Min kneten (sehr weich!).;Kneten;20 Min;CHE-00004-G-001-st1.jpg;Schweizer Brot;CHE-00004-G-001.jpg;Professional food photography, high hydration dough in mixer, glossy and sticky, stretching;blurry, text, cartoon;Professional food photography, Basler Brot, two oval loaves baked together ends-on, dark floury crust, rustic, torn open;blurry, text, cartoon
active;CH-BS-001;CHE-00004-G-001;1;Basler Brot;Kantonsbrote;2;Keine;Gären: 50 Min ruhen. Falten. 30 Min ruhen. Falten. 30 Min ruhen.;Gären,Falten;110 Min;CHE-00004-G-001-st2.jpg;Schweizer Brot;CHE-00004-G-001.jpg;Professional food photography, folding wet dough in tub, stretch and fold, air bubbles;blurry, text, cartoon;Professional food photography, Basler Brot, two oval loaves baked together ends-on, dark floury crust, rustic, torn open;blurry, text, cartoon
active;CH-BS-001;CHE-00004-G-001;1;Basler Brot;Kantonsbrote;3;Mehl;Formen: In zwei Stücke teilen, lang formen, bemehlen. 20 Min entspannen.;Formen;25 Min;CHE-00004-G-001-st3.jpg;Schweizer Brot;CHE-00004-G-001.jpg;Professional food photography, shaped dough loaves resting on linen couche, heavy flour dusting;blurry, text, cartoon;Professional food photography, Basler Brot, two oval loaves baked together ends-on, dark floury crust, rustic, torn open;blurry, text, cartoon
active;CH-BS-001;CHE-00004-G-001;1;Basler Brot;Kantonsbrote;4;Keine;Backen: Aneinandergeschoben bei 240 Grad 50-60 Min dunkel backen.;Backen;60 Min;CHE-00004-G-001-st4.jpg;Schweizer Brot;CHE-00004-G-001.jpg;Professional food photography, bread oven interior, dark crust bread baking, intense heat;blurry, text, cartoon;Professional food photography, Basler Brot, two oval loaves baked together ends-on, dark floury crust, rustic, torn open;blurry, text, cartoon
active;CH-SH-001;CHE-00005-G-001;1;Schaffhauser Brot;Kantonsbrote;1;1kg Mehl, 7dl Wasser, 20g Hefe, 20g Salz;Mischen & Kneten: Zutaten mischen (Salz später). 10-15 Min kneten.;Kneten;20 Min;CHE-00005-G-001-st1.jpg;Schweizer Brot;CHE-00005-G-001.jpg;Professional food photography, ingredients on table, flour mound, water, yeast;blurry, text, cartoon;Professional food photography, Schaffhauser Brot, two round loaves baked together side-by-side, golden crust, wooden board;blurry, text, cartoon
active;CH-SH-001;CHE-00005-G-001;1;Schaffhauser Brot;Kantonsbrote;2;Keine;Gären: 60 Min ruhen lassen.;Gären;60 Min;CHE-00005-G-001-st2.jpg;Schweizer Brot;CHE-00005-G-001.jpg;Professional food photography, dough rising in bowl, smooth surface, soft light;blurry, text, cartoon;Professional food photography, Schaffhauser Brot, two round loaves baked together side-by-side, golden crust, wooden board;blurry, text, cartoon
active;CH-SH-001;CHE-00005-G-001;1;Schaffhauser Brot;Kantonsbrote;3;Keine;Formen: In zwei Stücke teilen, rund formen. Auf Blech aneinanderschieben.;Formen;15 Min;CHE-00005-G-001-st3.jpg;Schweizer Brot;CHE-00005-G-001.jpg;Professional food photography, placing two round dough balls touching on baking sheet;blurry, text, cartoon;Professional food photography, Schaffhauser Brot, two round loaves baked together side-by-side, golden crust, wooden board;blurry, text, cartoon
active;CH-SH-001;CHE-00005-G-001;1;Schaffhauser Brot;Kantonsbrote;4;Wasser;Backen: 30-40 Min garen. 50 Min bei 250 Grad backen. Mit Wasser bestreichen.;Backen;90 Min;CHE-00005-G-001-st4.jpg;Schweizer Brot;CHE-00005-G-001.jpg;Professional food photography, fresh bread cooling on rack, shiny crust;blurry, text, cartoon;Professional food photography, Schaffhauser Brot, two round loaves baked together side-by-side, golden crust, wooden board;blurry, text, cartoon
